Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 110, 1005, 7955, 1, 0.00, 793.16
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 20, 200, 2050, 8010, 1, 0.00, 9.42
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 30, 300, 2050, 8010, 1, 0.00, 96.14
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 40, 401, 2050, 8010, 1, 0.00, 1.59
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 40, 402, 2050, 8010, 1, 0.00, 1.92
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 40, 435, 2050, 8010, 1, 0.00, 3.86
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 110, 2050, 7935, 1, 0.00, 18.82
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 115, 2050, 7935, 1, 0.00, 13.05
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 116, 2050, 7935, 1, 0.00, 14.06
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 122, 2050, 7935, 1, 0.00, 1.51
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 125, 2050, 7935, 1, 0.00, 1.51
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 150, 2050, 7935, 1, 0.00, 30.87
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 80, 807, 2050, 7935, 1, 0.00, 3.51
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 110, 2050, 7984, 1, 0.00, 6.08
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 115, 2050, 7984, 1, 0.00, 4.34
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 116, 2050, 7984, 1, 0.00, 6.95
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 122, 2050, 7984, 1, 0.00, 0.87
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 125, 2050, 7984, 1, 0.00, 1.16
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 150, 2050, 7984, 1, 0.00, 19.38
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 80, 807, 2050, 7984, 1, 0.00, 2.89
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 189, 2050, 7977, 1, 0.00, 91.67
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 110, 2050, 7954, 1, 0.00, 12.87
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 115, 2050, 7954, 1, 0.00, 2.15
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 125, 2050, 7954, 1, 0.00, 1.23
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 150, 2050, 7954, 1, 0.00, 21.75
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 157, 2050, 7954, 1, 0.00, 3.06
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 80, 807, 2050, 7954, 1, 0.00, 0.61
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 30, 301, 2050, 7998, 1, 0.00, 50.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 30, 301, 2050, 7915, 1, 0.00, 114.58
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 110, 2050, 7923, 1, 0.00, 6.62
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 115, 2050, 7923, 1, 0.00, 0.58
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 150, 2050, 7923, 1, 0.00, 2.60
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 157, 2050, 7923, 1, 0.00, 5.39
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 187, 2050, 7923, 1, 0.00, 2.89
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 189, 2050, 7923, 1, 0.00, 6.44
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 80, 807, 2050, 7923, 1, 0.00, 0.48
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 155, 2050, 7904, 1, 0.00, 10.75
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 80, 800, 2050, 7904, 1, 0.00, 206.77
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 80, 808, 2050, 7904, 1, 0.00, 11.64
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 110, 2050, 7963, 1, 0.00, 0.31
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 115, 2050, 7963, 1, 0.00, 0.18
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 122, 2050, 7963, 1, 0.00, 0.03
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 125, 2050, 7963, 1, 0.00, 0.05
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 150, 2050, 7963, 1, 0.00, 0.62
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 157, 2050, 7963, 1, 0.00, 0.06
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 189, 2050, 7947, 1, 0.00, 25.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 189, 2050, 7921, 1, 0.00, 50.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 110, 2050, 7950, 1, 0.00, 23.02
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 115, 2050, 7950, 1, 0.00, 10.70
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 116, 2050, 7950, 1, 0.00, 1.76
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 122, 2050, 7950, 1, 0.00, 4.06
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 125, 2050, 7950, 1, 0.00, 3.12
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 150, 2050, 7950, 1, 0.00, 41.25
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 157, 2050, 7950, 1, 0.00, 7.17
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 158, 2050, 7950, 1, 0.00, 7.49
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 189, 2050, 7950, 1, 0.00, 16.01
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 20, 200, 2050, 7969, 1, 0.00, 55.27
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 60, 610, 2050, 7969, 1, 0.00, 0.28
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 20, 200, 5001, 7938, 1, 228.19, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 30, 301, 5001, 7938, 1, 1264.13, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 80, 807, 5001, 7938, 1, 52.68, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 30, 301, 5001, 7988, 1, 386.26, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 30, 310, 5001, 7988, 1, 2188.74, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 60, 600, 5001, 8016, 1, 61.79, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 60, 612, 5001, 8016, 1, 30.90, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 80, 861, 5001, 8016, 1, 46.36, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 30, 300, 5001, 7993, 1, 3726.11, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 191, 5001, 8002, 1, 34.44, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 20, 200, 5001, 8002, 1, 80.43, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 30, 300, 5001, 8002, 1, 1947.28, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 110, 5001, 8014, 1, 1915.02, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 20, 200, 5001, 8014, 1, 1914.65, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 40, 402, 5001, 8014, 1, 32.83, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 20, 200, 5001, 7996, 1, 87.21, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 30, 301, 5001, 7996, 1, 3968.42, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 30, 301, 5001, 8051, 1, 1097.25, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 110, 5001, 8010, 1, 16.69, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 115, 5001, 8010, 1, 8.07, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 116, 5001, 8010, 1, 1.07, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 122, 5001, 8010, 1, 3.22, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 125, 5001, 8010, 1, 2.16, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 150, 5001, 8010, 1, 30.67, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 157, 5001, 8010, 1, 1.61, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 158, 5001, 8010, 1, 1.61, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 189, 5001, 8010, 1, 12.91, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 20, 200, 5001, 8010, 1, 442.38, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 30, 300, 5001, 8010, 1, 4514.78, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 40, 401, 5001, 8010, 1, 74.81, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 40, 402, 5001, 8010, 1, 90.40, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 40, 435, 5001, 8010, 1, 181.37, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 30, 301, 5001, 7998, 1, 1716.67, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 30, 301, 5001, 7915, 1, 2145.83, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 110, 5001, 7950, 1, 829.42, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 115, 5001, 7950, 1, 385.60, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 116, 5001, 7950, 1, 63.58, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 122, 5001, 7950, 1, 146.16, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 125, 5001, 7950, 1, 112.29, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 150, 5001, 7950, 1, 1486.33, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 157, 5001, 7950, 1, 258.44, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 158, 5001, 7950, 1, 270.00, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 189, 5001, 7950, 1, 576.76, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 20, 200, 5011, 7960, 1, 1190.83, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 60, 610, 5011, 7960, 1, 439.79, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 20, 200, 5011, 7969, 1, 1616.71, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 60, 610, 5011, 7969, 1, 8.29, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 110, 5022, 7955, 1, 778.82, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 115, 5022, 7955, 1, 434.67, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 125, 5022, 7955, 1, 108.75, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 150, 5022, 7955, 1, 1575.84, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 157, 5022, 7955, 1, 172.24, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 80, 807, 5022, 7955, 1, 72.60, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 110, 5022, 7910, 1, 619.92, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 115, 5022, 7910, 1, 469.40, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 150, 5022, 7910, 1, 1390.32, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 110, 5022, 7965, 1, 565.47, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 115, 5022, 7965, 1, 317.99, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 125, 5022, 7965, 1, 94.21, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 150, 5022, 7965, 1, 1178.16, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 60, 612, 5022, 7968, 1, 2166.66, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 110, 5022, 7975, 1, 823.85, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 115, 5022, 7975, 1, 570.44, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 116, 5022, 7975, 1, 253.41, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 125, 5022, 7975, 1, 94.91, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 150, 5022, 7975, 1, 1552.81, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 110, 5022, 7949, 1, 592.26, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 115, 5022, 7949, 1, 337.61, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 125, 5022, 7949, 1, 95.50, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 150, 5022, 7949, 1, 1216.33, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 110, 5022, 8009, 1, 745.80, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 115, 5022, 8009, 1, 301.95, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 125, 5022, 8009, 1, 62.00, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 150, 5022, 8009, 1, 275.14, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 158, 5022, 8009, 1, 594.97, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 182, 5022, 8009, 1, 648.06, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 80, 861, 5022, 7928, 1, 2735.21, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 60, 600, 5022, 7958, 1, 1095.37, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 60, 610, 5022, 7958, 1, 263.15, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 60, 612, 5022, 7958, 1, 1129.21, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 60, 699, 5022, 7958, 1, 33.84, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 80, 802, 5022, 7958, 1, 17.06, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 80, 808, 5022, 7958, 1, 85.00, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 110, 5022, 7973, 1, 591.51, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 115, 5022, 7973, 1, 573.62, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 122, 5022, 7973, 1, 35.79, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 150, 5022, 7973, 1, 1487.41, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 157, 5022, 7973, 1, 197.09, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 60, 600, 5022, 8005, 1, 25.41, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 60, 613, 5022, 8005, 1, 1405.26, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 60, 635, 5022, 8005, 1, 622.80, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 60, 636, 5022, 8005, 1, 1379.86, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 110, 5022, 7979, 1, 1012.80, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 150, 5022, 7979, 1, 251.28, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 157, 5022, 7979, 1, 80.90, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 189, 5022, 7979, 1, 1240.02, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 125, 5022, 7929, 1, 225.43, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 150, 5022, 7929, 1, 1179.85, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 187, 5022, 7929, 1, 1093.89, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 110, 5022, 8062, 1, 388.79, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 115, 5022, 8062, 1, 184.54, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 116, 5022, 8062, 1, 30.45, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 122, 5022, 8062, 1, 69.87, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 125, 5022, 8062, 1, 53.75, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 150, 5022, 8062, 1, 711.31, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 157, 5022, 8062, 1, 35.83, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 158, 5022, 8062, 1, 41.21, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 189, 5022, 8062, 1, 275.91, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 155, 5022, 7952, 1, 292.29, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 80, 800, 5022, 7952, 1, 2383.30, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 80, 807, 5022, 7952, 1, 434.24, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 80, 808, 5022, 7952, 1, 70.83, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 80, 809, 5022, 7952, 1, 159.67, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 110, 5022, 7971, 1, 751.75, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 115, 5022, 7971, 1, 317.57, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 125, 5022, 7971, 1, 91.80, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 150, 5022, 7971, 1, 1595.55, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 110, 5022, 7936, 1, 165.02, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 122, 5022, 7936, 1, 861.23, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 182, 5022, 7936, 1, 215.43, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 110, 5022, 8030, 1, 181.67, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 115, 5022, 8030, 1, 103.79, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 150, 5022, 8030, 1, 1193.68, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 158, 5022, 8030, 1, 752.53, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 110, 5022, 7934, 1, 386.13, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 115, 5022, 7934, 1, 183.23, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 116, 5022, 7934, 1, 30.34, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 122, 5022, 7934, 1, 69.46, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 125, 5022, 7934, 1, 53.32, 0.00
Session ID, Session Date, Session Description, DocNum, DocDate, DocDesc, Effective Date, BP, JV, no, N, 10, 150, 5022, 7934, 1, 923.76, 0.00
